												SUCCESSFUL

_replace_verse

----------------------------------------Reference not found. Skipping...(1, 6, range(9, 11))-Guajajara
Reference not found. Skipping...(1, 36, range(25, 27))-NVI



Reference not found. Skipping...(1, 36, range(25, 27))-aa
Reference not found. Skipping...(1, 36, range(25, 27))-acf
Reference not found. Skipping...(1, 36, range(25, 27))-Guajajara
Reference not found. Skipping...(1, 36, range(25, 27))-Guarani
Reference not found. Skipping...(1, 36, range(25, 27))-NTLH
Reference not found. Skipping...(1, 36, range(25, 27))-NVI



Reference not found. Skipping...(1, 36, range(29, 31))-Guajajara
Reference not found. Skipping...(1, 36, range(29, 31))-Guarani
Reference not found. Skipping...(1, 36, range(29, 31))-NVI



Reference not found. Skipping...(1, 36, range(29, 31))-aa
Reference not found. Skipping...(1, 36, range(29, 31))-acf
Reference not found. Skipping...(1, 36, range(29, 31))-Guajajara
Reference not found. Skipping...(1, 36, range(29, 31))-Guarani
Reference not found. Skipping...(1, 36, range(29, 31))-NTLH
Reference not found. Skipping...(1, 36, range(29, 31))-NVI



Reference not found. Skipping...(1, 44, range(30, 32))-Guajajara
Reference not found. Skipping...(1, 44, range(30, 32))-Guarani
Reference not found. Skipping...(1, 44, range(30, 32))-NVI



Reference not found. Skipping...(1, 44, range(30, 32))-aa
Reference not found. Skipping...(1, 44, range(30, 32))-acf
Reference not found. Skipping...(1, 44, range(30, 32))-Guajajara
Reference not found. Skipping...(1, 44, range(30, 32))-Guarani
Reference not found. Skipping...(1, 44, range(30, 32))-NTLH
Reference not found. Skipping...(1, 44, range(30, 32))-NVI



Reference not found. Skipping...(2, 1, range(20, 22))-Guajajara
Reference not found. Skipping...(2, 1, range(20, 22))-Guarani
Reference not found. Skipping...(2, 1, range(20, 22))-NVI



Reference not found. Skipping...(2, 1, range(20, 22))-aa
Reference not found. Skipping...(2, 1, range(20, 22))-acf
Reference not found. Skipping...(2, 1, range(20, 22))-Guajajara
Reference not found. Skipping...(2, 1, range(20, 22))-Guarani
Reference not found. Skipping...(2, 1, range(20, 22))-NTLH
Reference not found. Skipping...(2, 1, range(20, 22))-NVI



Reference not found. Skipping...(2, 22, range(2, 5))-Guajajara
Reference not found. Skipping...(2, 22, range(2, 5))-Guarani
Reference not found. Skipping...(2, 22, range(2, 5))-NVI



Reference not found. Skipping...(2, 22, range(2, 5))-aa
Reference not found. Skipping...(2, 22, range(2, 5))-acf
Reference not found. Skipping...(2, 22, range(2, 5))-Guajajara
Reference not found. Skipping...(2, 22, range(2, 5))-Guarani
Reference not found. Skipping...(2, 22, range(2, 5))-NTLH
Reference not found. Skipping...(2, 22, range(2, 5))-NVI



Reference not found. Skipping...(2, 22, range(2, 5))-aa
Reference not found. Skipping...(2, 22, range(2, 5))-acf
Reference not found. Skipping...(2, 22, range(2, 5))-Guajajara
Reference not found. Skipping...(2, 22, range(2, 5))-Guarani
Reference not found. Skipping...(2, 22, range(2, 5))-NTLH
Reference not found. Skipping...(2, 22, range(2, 5))-NVI



Reference not found. Skipping...(2, 24, range(16, 18))-Guajajara
Reference not found. Skipping...(2, 24, range(16, 18))-Guarani
Reference not found. Skipping...(2, 24, range(16, 18))-NVI



Reference not found. Skipping...(2, 24, range(16, 18))-aa
Reference not found. Skipping...(2, 24, range(16, 18))-acf
Reference not found. Skipping...(2, 24, range(16, 18))-Guajajara
Reference not found. Skipping...(2, 24, range(16, 18))-Guarani
Reference not found. Skipping...(2, 24, range(16, 18))-NTLH
Reference not found. Skipping...(2, 24, range(16, 18))-NVI



Reference not found. Skipping...(2, 27, range(12, 14))-Guajajara
Reference not found. Skipping...(2, 27, range(12, 14))-Guarani
Reference not found. Skipping...(2, 27, range(12, 14))-NVI



Reference not found. Skipping...(2, 27, range(12, 14))-aa
Reference not found. Skipping...(2, 27, range(12, 14))-acf
Reference not found. Skipping...(2, 27, range(12, 14))-Guajajara
Reference not found. Skipping...(2, 27, range(12, 14))-Guarani
Reference not found. Skipping...(2, 27, range(12, 14))-NTLH
Reference not found. Skipping...(2, 27, range(12, 14))-NVI



Reference not found. Skipping...(2, 27, range(14, 16))-Guajajara
Reference not found. Skipping...(2, 27, range(14, 16))-Guarani
Reference not found. Skipping...(2, 27, range(14, 16))-NVI



Reference not found. Skipping...(2, 27, range(14, 16))-aa
Reference not found. Skipping...(2, 27, range(14, 16))-acf
Reference not found. Skipping...(2, 27, range(14, 16))-Guajajara
Reference not found. Skipping...(2, 27, range(14, 16))-Guarani
Reference not found. Skipping...(2, 27, range(14, 16))-NTLH
Reference not found. Skipping...(2, 27, range(14, 16))-NVI



Reference not found. Skipping...(2, 28, range(33, 35))-Guajajara
Reference not found. Skipping...(2, 28, range(33, 35))-Guarani
Reference not found. Skipping...(2, 28, range(33, 35))-NVI



Reference not found. Skipping...(2, 28, range(33, 35))-aa
Reference not found. Skipping...(2, 28, range(33, 35))-acf
Reference not found. Skipping...(2, 28, range(33, 35))-Guajajara
Reference not found. Skipping...(2, 28, range(33, 35))-Guarani
Reference not found. Skipping...(2, 28, range(33, 35))-NTLH
Reference not found. Skipping...(2, 28, range(33, 35))-NVI



Reference not found. Skipping...(2, 30, range(23, 26))-Guajajara
Reference not found. Skipping...(2, 30, range(23, 26))-Guarani
Reference not found. Skipping...(2, 30, range(23, 26))-NVI



Reference not found. Skipping...(2, 30, range(23, 26))-aa
Reference not found. Skipping...(2, 30, range(23, 26))-acf
Reference not found. Skipping...(2, 30, range(23, 26))-Guajajara
Reference not found. Skipping...(2, 30, range(23, 26))-Guarani
Reference not found. Skipping...(2, 30, range(23, 26))-NTLH
Reference not found. Skipping...(2, 30, range(23, 26))-NVI



Reference not found. Skipping...(2, 30, range(23, 26))-aa
Reference not found. Skipping...(2, 30, range(23, 26))-acf
Reference not found. Skipping...(2, 30, range(23, 26))-Guajajara
Reference not found. Skipping...(2, 30, range(23, 26))-Guarani
Reference not found. Skipping...(2, 30, range(23, 26))-NTLH
Reference not found. Skipping...(2, 30, range(23, 26))-NVI



Reference not found. Skipping...(2, 30, range(34, 36))-Guajajara
Reference not found. Skipping...(2, 30, range(34, 36))-Guarani
Reference not found. Skipping...(2, 30, range(34, 36))-NVI



Reference not found. Skipping...(2, 30, range(34, 36))-aa
Reference not found. Skipping...(2, 30, range(34, 36))-acf
Reference not found. Skipping...(2, 30, range(34, 36))-Guajajara
Reference not found. Skipping...(2, 30, range(34, 36))-Guarani
Reference not found. Skipping...(2, 30, range(34, 36))-NTLH
Reference not found. Skipping...(2, 30, range(34, 36))-NVI



Reference not found. Skipping...(2, 38, range(12, 14))-Guajajara
Reference not found. Skipping...(2, 38, range(12, 14))-Guarani
Reference not found. Skipping...(2, 38, range(12, 14))-NVI



Reference not found. Skipping...(2, 38, range(12, 14))-aa
Reference not found. Skipping...(2, 38, range(12, 14))-acf
Reference not found. Skipping...(2, 38, range(12, 14))-Guajajara
Reference not found. Skipping...(2, 38, range(12, 14))-Guarani
Reference not found. Skipping...(2, 38, range(12, 14))-NTLH
Reference not found. Skipping...(2, 38, range(12, 14))-NVI



Reference not found. Skipping...(2, 38, range(14, 16))-Guajajara
Reference not found. Skipping...(2, 38, range(14, 16))-Guarani
Reference not found. Skipping...(2, 38, range(14, 16))-NVI



Reference not found. Skipping...(2, 38, range(14, 16))-aa
Reference not found. Skipping...(2, 38, range(14, 16))-acf
Reference not found. Skipping...(2, 38, range(14, 16))-Guajajara
Reference not found. Skipping...(2, 38, range(14, 16))-Guarani
Reference not found. Skipping...(2, 38, range(14, 16))-NTLH
Reference not found. Skipping...(2, 38, range(14, 16))-NVI



Reference not found. Skipping...(3, 8, range(20, 22))-Guajajara
Reference not found. Skipping...(3, 8, range(20, 22))-Guarani
Reference not found. Skipping...(3, 8, range(20, 22))-NVI



Reference not found. Skipping...(3, 8, range(20, 22))-aa
Reference not found. Skipping...(3, 8, range(20, 22))-acf
Reference not found. Skipping...(3, 8, range(20, 22))-Guajajara
Reference not found. Skipping...(3, 8, range(20, 22))-Guarani
Reference not found. Skipping...(3, 8, range(20, 22))-NTLH
Reference not found. Skipping...(3, 8, range(20, 22))-NVI



Reference not found. Skipping...(3, 11, range(4, 7))-Guajajara
Reference not found. Skipping...(3, 11, range(4, 7))-Guarani
Reference not found. Skipping...(3, 11, range(4, 7))-NVI



Reference not found. Skipping...(3, 11, range(4, 7))-aa
Reference not found. Skipping...(3, 11, range(4, 7))-acf
Reference not found. Skipping...(3, 11, range(4, 7))-Guajajara
Reference not found. Skipping...(3, 11, range(4, 7))-Guarani
Reference not found. Skipping...(3, 11, range(4, 7))-NTLH
Reference not found. Skipping...(3, 11, range(4, 7))-NVI



Reference not found. Skipping...(3, 11, range(4, 7))-aa
Reference not found. Skipping...(3, 11, range(4, 7))-acf
Reference not found. Skipping...(3, 11, range(4, 7))-Guajajara
Reference not found. Skipping...(3, 11, range(4, 7))-Guarani
Reference not found. Skipping...(3, 11, range(4, 7))-NTLH
Reference not found. Skipping...(3, 11, range(4, 7))-NVI



Reference not found. Skipping...(3, 11, range(24, 29))-Guajajara
Reference not found. Skipping...(3, 11, range(24, 29))-Guarani
Reference not found. Skipping...(3, 11, range(24, 29))-NVI



Reference not found. Skipping...(3, 11, range(24, 29))-aa
Reference not found. Skipping...(3, 11, range(24, 29))-acf
Reference not found. Skipping...(3, 11, range(24, 29))-Guajajara
Reference not found. Skipping...(3, 11, range(24, 29))-Guarani
Reference not found. Skipping...(3, 11, range(24, 29))-NTLH
Reference not found. Skipping...(3, 11, range(24, 29))-NVI



Reference not found. Skipping...(3, 11, range(24, 29))-aa
Reference not found. Skipping...(3, 11, range(24, 29))-acf
Reference not found. Skipping...(3, 11, range(24, 29))-Guajajara
Reference not found. Skipping...(3, 11, range(24, 29))-Guarani
Reference not found. Skipping...(3, 11, range(24, 29))-NTLH
Reference not found. Skipping...(3, 11, range(24, 29))-NVI



Reference not found. Skipping...(3, 11, range(24, 29))-aa
Reference not found. Skipping...(3, 11, range(24, 29))-acf
Reference not found. Skipping...(3, 11, range(24, 29))-Guajajara
Reference not found. Skipping...(3, 11, range(24, 29))-Guarani
Reference not found. Skipping...(3, 11, range(24, 29))-NTLH
Reference not found. Skipping...(3, 11, range(24, 29))-NVI



Reference not found. Skipping...(3, 11, range(24, 29))-aa
Reference not found. Skipping...(3, 11, range(24, 29))-acf
Reference not found. Skipping...(3, 11, range(24, 29))-Guajajara
Reference not found. Skipping...(3, 11, range(24, 29))-Guarani
Reference not found. Skipping...(3, 11, range(24, 29))-NTLH
Reference not found. Skipping...(3, 11, range(24, 29))-NVI



Reference not found. Skipping...(3, 11, range(29, 31))-Guajajara
Reference not found. Skipping...(3, 11, range(29, 31))-Guarani
Reference not found. Skipping...(3, 11, range(29, 31))-NVI



Reference not found. Skipping...(3, 11, range(29, 31))-aa
Reference not found. Skipping...(3, 11, range(29, 31))-acf
Reference not found. Skipping...(3, 11, range(29, 31))-Guajajara
Reference not found. Skipping...(3, 11, range(29, 31))-Guarani
Reference not found. Skipping...(3, 11, range(29, 31))-NTLH
Reference not found. Skipping...(3, 11, range(29, 31))-NVI



Reference not found. Skipping...(3, 13, range(40, 42))-Guajajara
Reference not found. Skipping...(3, 13, range(40, 42))-Guarani
Reference not found. Skipping...(3, 13, range(40, 42))-NVI



Reference not found. Skipping...(3, 13, range(40, 42))-aa
Reference not found. Skipping...(3, 13, range(40, 42))-acf
Reference not found. Skipping...(3, 13, range(40, 42))-Guajajara
Reference not found. Skipping...(3, 13, range(40, 42))-Guarani
Reference not found. Skipping...(3, 13, range(40, 42))-NTLH
Reference not found. Skipping...(3, 13, range(40, 42))-NVI



Reference not found. Skipping...(3, 14, range(54, 57))-Guajajara
Reference not found. Skipping...(3, 14, range(54, 57))-Guarani
Reference not found. Skipping...(3, 14, range(54, 57))-NVI



Reference not found. Skipping...(3, 14, range(54, 57))-aa
Reference not found. Skipping...(3, 14, range(54, 57))-acf
Reference not found. Skipping...(3, 14, range(54, 57))-Guajajara
Reference not found. Skipping...(3, 14, range(54, 57))-Guarani
Reference not found. Skipping...(3, 14, range(54, 57))-NTLH
Reference not found. Skipping...(3, 14, range(54, 57))-NVI



Reference not found. Skipping...(3, 14, range(54, 57))-aa
Reference not found. Skipping...(3, 14, range(54, 57))-acf
Reference not found. Skipping...(3, 14, range(54, 57))-Guajajara
Reference not found. Skipping...(3, 14, range(54, 57))-Guarani
Reference not found. Skipping...(3, 14, range(54, 57))-NTLH
Reference not found. Skipping...(3, 14, range(54, 57))-NVI



Reference not found. Skipping...(3, 15, range(21, 24))-Guajajara
Reference not found. Skipping...(3, 15, range(21, 24))-Guarani
Reference not found. Skipping...(3, 15, range(21, 24))-NVI



Reference not found. Skipping...(3, 15, range(21, 24))-aa
Reference not found. Skipping...(3, 15, range(21, 24))-acf
Reference not found. Skipping...(3, 15, range(21, 24))-Guajajara
Reference not found. Skipping...(3, 15, range(21, 24))-Guarani
Reference not found. Skipping...(3, 15, range(21, 24))-NTLH
Reference not found. Skipping...(3, 15, range(21, 24))-NVI



Reference not found. Skipping...(3, 15, range(21, 24))-aa
Reference not found. Skipping...(3, 15, range(21, 24))-acf
Reference not found. Skipping...(3, 15, range(21, 24))-Guajajara
Reference not found. Skipping...(3, 15, range(21, 24))-Guarani
Reference not found. Skipping...(3, 15, range(21, 24))-NTLH
Reference not found. Skipping...(3, 15, range(21, 24))-NVI



Reference not found. Skipping...(3, 18, range(12, 14))-Guajajara
Reference not found. Skipping...(3, 18, range(12, 14))-Guarani
Reference not found. Skipping...(3, 18, range(12, 14))-NVI



Reference not found. Skipping...(3, 18, range(12, 14))-aa
Reference not found. Skipping...(3, 18, range(12, 14))-acf
Reference not found. Skipping...(3, 18, range(12, 14))-Guajajara
Reference not found. Skipping...(3, 18, range(12, 14))-Guarani
Reference not found. Skipping...(3, 18, range(12, 14))-NTLH
Reference not found. Skipping...(3, 18, range(12, 14))-NVI



Reference not found. Skipping...(3, 24, range(10, 12))-Guajajara
Reference not found. Skipping...(3, 24, range(10, 12))-Guarani
Reference not found. Skipping...(3, 24, range(10, 12))-NVI



Reference not found. Skipping...(3, 24, range(10, 12))-aa
Reference not found. Skipping...(3, 24, range(10, 12))-acf
Reference not found. Skipping...(3, 24, range(10, 12))-Guajajara
Reference not found. Skipping...(3, 24, range(10, 12))-Guarani
Reference not found. Skipping...(3, 24, range(10, 12))-NTLH
Reference not found. Skipping...(3, 24, range(10, 12))-NVI



Reference not found. Skipping...(3, 25, range(15, 17))-Guajajara
Reference not found. Skipping...(3, 25, range(15, 17))-Guarani
Reference not found. Skipping...(3, 25, range(15, 17))-NVI



Reference not found. Skipping...(3, 25, range(15, 17))-aa
Reference not found. Skipping...(3, 25, range(15, 17))-acf
Reference not found. Skipping...(3, 25, range(15, 17))-Guajajara
Reference not found. Skipping...(3, 25, range(15, 17))-Guarani
Reference not found. Skipping...(3, 25, range(15, 17))-NTLH
Reference not found. Skipping...(3, 25, range(15, 17))-NVI



Reference not found. Skipping...(4, 1, range(17, 19))-Guajajara
Reference not found. Skipping...(4, 1, range(17, 19))-Guarani
Reference not found. Skipping...(4, 1, range(17, 19))-NVI



Reference not found. Skipping...(4, 1, range(17, 19))-aa
Reference not found. Skipping...(4, 1, range(17, 19))-acf
Reference not found. Skipping...(4, 1, range(17, 19))-Guajajara
Reference not found. Skipping...(4, 1, range(17, 19))-Guarani
Reference not found. Skipping...(4, 1, range(17, 19))-NTLH
Reference not found. Skipping...(4, 1, range(17, 19))-NVI



Reference not found. Skipping...(4, 1, range(20, 22))-Guajajara
Reference not found. Skipping...(4, 1, range(20, 22))-Guarani
Reference not found. Skipping...(4, 1, range(20, 22))-NVI



Reference not found. Skipping...(4, 1, range(20, 22))-aa
Reference not found. Skipping...(4, 1, range(20, 22))-acf
Reference not found. Skipping...(4, 1, range(20, 22))-Guajajara
Reference not found. Skipping...(4, 1, range(20, 22))-Guarani
Reference not found. Skipping...(4, 1, range(20, 22))-NTLH
